pid,item,item_label,item_text,cell,direction,audience,arm_title,condition_arm,condition,agree_nocue,agree_leader_cue,likertAgree,likertAgree_recoded,party7,republican,ideo7,age_survey,gender,race,education,PK_sum,cue_type
1187,18,Military aid to Saudia Arabia,Provide U.S. military aid to Saudi Arabia during its conflict with Yemen,item18_in_favor,in favor,Democrat,Military aid to Saudia Arabia (in favor),Control,Control,5.0,,5.0,3.0,Lean Democrat,0,Moderate,67.0,Female,White / Caucasian,Some college,4,two_sided
1187,19,Decrease power of labor unions,Decrease the power of labor unions to help the economy,item19_in_favor,in favor,Democrat,Decrease power of labor unions (in favor),Decrease power of labor unions (in favor),Both,,1.0,1.0,7.0,Lean Democrat,0,Moderate,67.0,Female,White / Caucasian,Some college,4,two_sided
1188,2,Subsidized healthcare for immigrants,Provide illegal immigrants with access to government-subsidized healthcare,item2_against,against,Democrat,Subsidized healthcare for immigrants (against),Subsidized healthcare for immigrants (against),Both,,6.0,6.0,6.0,Strong Democrat,0,Strong liberal,44.0,Male,White / Caucasian,Postgraduate,2,one_sided
1188,3,Abolish electoral college,Abolish the electoral college,item3_in_favor,in favor,Democrat,Abolish electoral college (in favor),Abolish electoral college (in favor),Both,,6.0,6.0,2.0,Strong Democrat,0,Strong liberal,44.0,Male,White / Caucasian,Postgraduate,2,one_sided
1188,4,Allow death penalty,Allow the use of the death penalty,item4_in_favor,in favor,Democrat,Allow death penalty (in favor),Control,Cue-only,,7.0,7.0,1.0,Strong Democrat,0,Strong liberal,44.0,Male,White / Caucasian,Postgraduate,2,one_sided
1188,15,Allow enhanced interrogation,"Allow the military to use enhanced interrogation techniques, such as waterboarding, to gain information from suspected terrorists",item15_in_favor,in favor,Democrat,Allow enhanced interrogation (in favor),Control,Control,6.0,,6.0,2.0,Strong Democrat,0,Strong liberal,44.0,Male,White / Caucasian,Postgraduate,2,one_sided
1188,17,Increase capital gains tax,"Increase the government tax rate on profits earned from the sale of stocks, bonds, and real estate",item17_against,against,Democrat,Increase capital gains tax (against),Control,Cue-only,,7.0,7.0,7.0,Strong Democrat,0,Strong liberal,44.0,Male,White / Caucasian,Postgraduate,2,one_sided
1189,2,Subsidized healthcare for immigrants,Provide illegal immigrants with access to government-subsidized healthcare,item2_in_favor,in favor,Republican,Subsidized healthcare for immigrants (in favor),Subsidized healthcare for immigrants (in favor),Both,,6.0,6.0,2.0,Strong Republican,1,Strong liberal,30.0,Female,White / Caucasian,High school graduate,4,two_sided
1189,3,Abolish electoral college,Abolish the electoral college,item3_against,against,Republican,Abolish electoral college (against),Abolish electoral college (against),Both,,7.0,7.0,7.0,Strong Republican,1,Strong liberal,30.0,Female,White / Caucasian,High school graduate,4,two_sided
1189,7,Limit donations to candidates,Limit the amount of money a candidate can receive from a donor,item7_in_favor,in favor,Republican,Limit donations to candidates (in favor),Control,Control,7.0,,7.0,1.0,Strong Republican,1,Strong liberal,30.0,Female,White / Caucasian,High school graduate,4,two_sided
1189,10,Allow assisted suicide,Allow terminally ill patients to end their lives via assisted suicide,item10_against,against,Republican,Allow assisted suicide (against),Allow assisted suicide (against),Both,,7.0,7.0,7.0,Strong Republican,1,Strong liberal,30.0,Female,White / Caucasian,High school graduate,4,two_sided
1189,22,Increase tariffs on Chinese imports,Increase U.S. tariffs on imported products from China,item22_against,against,Republican,Increase tariffs on Chinese imports (against),Control,Cue-only,,7.0,7.0,7.0,Strong Republican,1,Strong liberal,30.0,Female,White / Caucasian,High school graduate,4,two_sided
1190,8,More restrictions at U.S. border,Increase restrictions on current U.S. border security policy,item8_in_favor,in favor,Democrat,More restrictions at U.S. border (in favor),More restrictions at U.S. border (in favor),Both,,3.0,3.0,5.0,Strong Democrat,0,Lean liberal,31.0,Female,,Some college,2,one_sided
1190,10,Allow assisted suicide,Allow terminally ill patients to end their lives via assisted suicide,item10_in_favor,in favor,Democrat,Allow assisted suicide (in favor),Control,Cue-only,,4.0,4.0,4.0,Strong Democrat,0,Lean liberal,31.0,Female,,Some college,2,one_sided
1190,18,Military aid to Saudia Arabia,Provide U.S. military aid to Saudi Arabia during its conflict with Yemen,item18_in_favor,in favor,Democrat,Military aid to Saudia Arabia (in favor),Control,Cue-only,,3.0,3.0,5.0,Strong Democrat,0,Lean liberal,31.0,Female,,Some college,2,one_sided
1190,20,Decrease foreign aid,Decrease U.S. foreign aid spending,item20_in_favor,in favor,Democrat,Decrease foreign aid (in favor),Control,Cue-only,,4.0,4.0,4.0,Strong Democrat,0,Lean liberal,31.0,Female,,Some college,2,one_sided
1190,21,Privatization of veterans' healthcare,Increase privatization of veterans' healthcare,item21_in_favor,in favor,Democrat,Privatization of veterans' healthcare (in favor),Control,Cue-only,,2.0,2.0,6.0,Strong Democrat,0,Lean liberal,31.0,Female,,Some college,2,one_sided
1191,1,Allow religious denial of service,Allow businesses to deny service to a customer if the request conflicts with the owner's religious beliefs,item1_against,against,Republican,Allow religious denial of service (against),Control,Control,1.0,,1.0,1.0,Strong Republican,1,Conservative,67.0,Male,White / Caucasian,2-year degree,2,two_sided
1191,3,Abolish electoral college,Abolish the electoral college,item3_against,against,Republican,Abolish electoral college (against),Abolish electoral college (against),Both,,5.0,5.0,5.0,Strong Republican,1,Conservative,67.0,Male,White / Caucasian,2-year degree,2,two_sided
1191,7,Limit donations to candidates,Limit the amount of money a candidate can receive from a donor,item7_in_favor,in favor,Republican,Limit donations to candidates (in favor),Control,Control,7.0,,7.0,1.0,Strong Republican,1,Conservative,67.0,Male,White / Caucasian,2-year degree,2,two_sided
1191,9,Require work for Medicaid,Make it a requirement that people work in order to receive Medicaid,item9_against,against,Republican,Require work for Medicaid (against),Require work for Medicaid (against),Both,,2.0,2.0,2.0,Strong Republican,1,Conservative,67.0,Male,White / Caucasian,2-year degree,2,two_sided
1191,18,Military aid to Saudia Arabia,Provide U.S. military aid to Saudi Arabia during its conflict with Yemen,item18_against,against,Republican,Military aid to Saudia Arabia (against),Control,Cue-only,,2.0,2.0,2.0,Strong Republican,1,Conservative,67.0,Male,White / Caucasian,2-year degree,2,two_sided
1192,8,More restrictions at U.S. border,Increase restrictions on current U.S. border security policy,item8_against,against,Republican,More restrictions at U.S. border (against),Control,Cue-only,,7.0,7.0,7.0,Strong Republican,1,Strong conservative,74.0,Female,White / Caucasian,4-year degree,1,one_sided
1192,10,Allow assisted suicide,Allow terminally ill patients to end their lives via assisted suicide,item10_against,against,Republican,Allow assisted suicide (against),Control,Control,4.0,,4.0,4.0,Strong Republican,1,Strong conservative,74.0,Female,White / Caucasian,4-year degree,1,one_sided
1192,11,Illegal to burn U.S. flag,Make it illegal to burn the American flag,item11_against,against,Republican,Illegal to burn U.S. flag (against),Control,Cue-only,,7.0,7.0,7.0,Strong Republican,1,Strong conservative,74.0,Female,White / Caucasian,4-year degree,1,one_sided
1192,14,Minimum sentences for drugs,Allow mandatory minimum prison sentences for people charged with drug possession,item14_in_favor,in favor,Republican,Minimum sentences for drugs (in favor),Control,Control,4.0,,4.0,4.0,Strong Republican,1,Strong conservative,74.0,Female,White / Caucasian,4-year degree,1,one_sided
1192,20,Decrease foreign aid,Decrease U.S. foreign aid spending,item20_against,against,Republican,Decrease foreign aid (against),Control,Control,7.0,,7.0,7.0,Strong Republican,1,Strong conservative,74.0,Female,White / Caucasian,4-year degree,1,one_sided
1193,12,Deny criminals the vote,Deny convicted criminals the right to vote,item12_in_favor,in favor,Democrat,Deny criminals the vote (in favor),Deny criminals the vote (in favor),Both,,6.0,6.0,2.0,Lean Democrat,0,Strong liberal,73.0,Female,White / Caucasian,4-year degree,3,one_sided
1193,13,Ban juvenile solitary confinement,Ban the use of solitary confinement for juveniles in prison,item13_against,against,Democrat,Ban juvenile solitary confinement (against),Ban juvenile solitary confinement (against),Both,,5.0,5.0,5.0,Lean Democrat,0,Strong liberal,73.0,Female,White / Caucasian,4-year degree,3,one_sided
1193,15,Allow enhanced interrogation,"Allow the military to use enhanced interrogation techniques, such as waterboarding, to gain information from suspected terrorists",item15_in_favor,in favor,Democrat,Allow enhanced interrogation (in favor),Control,Control,2.0,,2.0,6.0,Lean Democrat,0,Strong liberal,73.0,Female,White / Caucasian,4-year degree,3,one_sided
1193,22,Increase tariffs on Chinese imports,Increase U.S. tariffs on imported products from China,item22_in_favor,in favor,Democrat,Increase tariffs on Chinese imports (in favor),Increase tariffs on Chinese imports (in favor),Both,,3.0,3.0,5.0,Lean Democrat,0,Strong liberal,73.0,Female,White / Caucasian,4-year degree,3,one_sided
1193,24,Private pensions for public workers,"Transition pension plans for federal, state, and local government workers into privately managed accounts",item24_in_favor,in favor,Democrat,Private pensions for public workers (in favor),Private pensions for public workers (in favor),Both,,6.0,6.0,2.0,Lean Democrat,0,Strong liberal,73.0,Female,White / Caucasian,4-year degree,3,one_sided
1194,10,Allow assisted suicide,Allow terminally ill patients to end their lives via assisted suicide,item10_against,against,Republican,Allow assisted suicide (against),Control,Cue-only,,5.0,5.0,5.0,Republican,1,Strong conservative,55.0,Female,White / Caucasian,2-year degree,1,one_sided
1194,17,Increase capital gains tax,"Increase the government tax rate on profits earned from the sale of stocks, bonds, and real estate",item17_in_favor,in favor,Republican,Increase capital gains tax (in favor),Increase capital gains tax (in favor),Info-only,4.0,,4.0,4.0,Republican,1,Strong conservative,55.0,Female,White / Caucasian,2-year degree,1,one_sided
1194,18,Military aid to Saudia Arabia,Provide U.S. military aid to Saudi Arabia during its conflict with Yemen,item18_against,against,Republican,Military aid to Saudia Arabia (against),Military aid to Saudia Arabia (against),Info-only,1.0,,1.0,1.0,Republican,1,Strong conservative,55.0,Female,White / Caucasian,2-year degree,1,one_sided
1194,22,Increase tariffs on Chinese imports,Increase U.S. tariffs on imported products from China,item22_against,against,Republican,Increase tariffs on Chinese imports (against),Increase tariffs on Chinese imports (against),Info-only,5.0,,5.0,5.0,Republican,1,Strong conservative,55.0,Female,White / Caucasian,2-year degree,1,one_sided
1194,24,Private pensions for public workers,"Transition pension plans for federal, state, and local government workers into privately managed accounts",item24_against,against,Republican,Private pensions for public workers (against),Control,Cue-only,,5.0,5.0,5.0,Republican,1,Strong conservative,55.0,Female,White / Caucasian,2-year degree,1,one_sided
1195,9,Require work for Medicaid,Make it a requirement that people work in order to receive Medicaid,item9_against,against,Republican,Require work for Medicaid (against),Require work for Medicaid (against),Info-only,1.0,,1.0,1.0,Strong Republican,1,Strong conservative,44.0,Male,White / Caucasian,Some college,4,one_sided
1195,14,Minimum sentences for drugs,Allow mandatory minimum prison sentences for people charged with drug possession,item14_in_favor,in favor,Republican,Minimum sentences for drugs (in favor),Minimum sentences for drugs (in favor),Info-only,2.0,,2.0,6.0,Strong Republican,1,Strong conservative,44.0,Male,White / Caucasian,Some college,4,one_sided
1195,15,Allow enhanced interrogation,"Allow the military to use enhanced interrogation techniques, such as waterboarding, to gain information from suspected terrorists",item15_against,against,Republican,Allow enhanced interrogation (against),Control,Cue-only,,7.0,7.0,7.0,Strong Republican,1,Strong conservative,44.0,Male,White / Caucasian,Some college,4,one_sided
1195,17,Increase capital gains tax,"Increase the government tax rate on profits earned from the sale of stocks, bonds, and real estate",item17_in_favor,in favor,Republican,Increase capital gains tax (in favor),Increase capital gains tax (in favor),Both,,1.0,1.0,7.0,Strong Republican,1,Strong conservative,44.0,Male,White / Caucasian,Some college,4,one_sided
1195,18,Military aid to Saudia Arabia,Provide U.S. military aid to Saudi Arabia during its conflict with Yemen,item18_against,against,Republican,Military aid to Saudia Arabia (against),Military aid to Saudia Arabia (against),Info-only,6.0,,6.0,6.0,Strong Republican,1,Strong conservative,44.0,Male,White / Caucasian,Some college,4,one_sided
1196,1,Allow religious denial of service,Allow businesses to deny service to a customer if the request conflicts with the owner's religious beliefs,item1_in_favor,in favor,Democrat,Allow religious denial of service (in favor),Allow religious denial of service (in favor),Both,,1.0,1.0,7.0,Strong Democrat,0,Strong liberal,20.0,Female,White / Caucasian,2-year degree,1,two_sided
